sales_price,property_class,month,day,neighborhood
490000,Dwelling,7,12,Serene Creek
287000,Dwelling,7,12,Serene Creek
380000,Dwelling,7,12,Serene Creek
399000,Dwelling,7,12,Serene Creek
338000,Dwelling,7,12,Serene Creek
340000,Dwelling,7,12,Pleasant Valley
245300,Dwelling,7,12,Serene Creek
430000,Dwelling,7,11,Peaceful Glen
400000,Dwelling,7,10,Pleasant Valley
246000,Dwelling,7,10,Pleasant Valley
530000,Dwelling,7,10,Peaceful Glen
315000,Dwelling,7,10,Pleasant Valley
497631,Dwelling,7,9,Pleasant Valley
327500,Dwelling,7,9,Pleasant Valley
232500,Dwelling,7,9,Quiet Hill
715000,Dwelling,7,9,Pleasant Valley
279675,Dwelling,7,9,Pleasant Valley
420000,Dwelling,7,6,Pleasant Valley
150000,Dwelling,7,6,Serene Creek
330000,Dwelling,7,6,Pleasant Valley
316500,Dwelling,7,6,Pleasant Valley
412000,Dwelling,7,6,Peaceful Glen
400000,Dwelling,7,6,Pleasant Valley
378000,Dwelling,7,6,Pleasant Valley
372500,Dwelling,7,6,Serene Creek
350000,Dwelling,7,6,Peaceful Glen
419000,Dwelling,7,6,Pleasant Valley
235000,Mobile Home,7,6,Peaceful Glen
450000,Mobile Home,7,6,Quiet Hill
717000,Dwelling,7,5,Pleasant Valley
326000,Dwelling,7,5,Peaceful Glen
390000,Dwelling,7,5,Serene Creek
260000,Dwelling,7,5,Serene Creek
12500,Mobile Home,7,4,Serene Creek
285000,Dwelling,7,3,Peaceful Glen
190000,Dwelling,7,3,Quiet Hill
325000,Dwelling,7,3,Pleasant Valley
385000,Dwelling,7,3,Pleasant Valley
285500,Dwelling,7,3,Peaceful Glen
360000,Dwelling,7,3,Pleasant Valley
484500,Dwelling,7,3,Pleasant Valley
335000,Dwelling,7,3,Peaceful Glen
405000,Dwelling,7,3,Serene Creek
683000,Dwelling,7,3,Pleasant Valley
510000,Dwelling,7,2,Pleasant Valley
200000,Dwelling,7,2,Serene Creek
332500,Dwelling,7,2,Serene Creek
449000,Dwelling,7,2,Peaceful Glen
385500,Dwelling,7,2,Quiet Hill
362900,Dwelling,7,2,Pleasant Valley
325000,Dwelling,7,2,Peaceful Glen
400000,Dwelling,7,2,Serene Creek
755000,Dwelling,7,2,Pleasant Valley
384000,Dwelling,7,2,Serene Creek
439900,Dwelling,7,2,Peaceful Glen
795000,Dwelling,7,2,Pleasant Valley
15000,Mobile Home,7,1,Pleasant Valley
310000,Dwelling,6,29,Pleasant Valley
310000,Dwelling,6,29,Peaceful Glen
160000,Dwelling,6,29,Quiet Hill
610000,Dwelling,6,29,Serene Creek
294000,Dwelling,6,29,Quiet Hill
415000,Dwelling,6,29,Peaceful Glen
240000,Dwelling,6,29,Pleasant Valley
330000,Dwelling,6,29,Serene Creek
307500,Dwelling,6,29,Pleasant Valley
399000,Dwelling,6,29,Serene Creek
245000,Dwelling,6,29,Serene Creek
566000,Dwelling,6,29,Peaceful Glen
399000,Dwelling,6,29,Pleasant Valley
380000,Dwelling,6,29,Peaceful Glen
507000,Dwelling,6,29,Serene Creek
435000,Dwelling,6,29,Pleasant Valley
312500,Dwelling,6,29,Pleasant Valley
435000,Dwelling,6,29,Quiet Hill
259900,Dwelling,6,29,Quiet Hill
245000,Dwelling,6,29,Pleasant Valley
403750,Dwelling,6,29,Serene Creek
495000,Dwelling,6,29,Pleasant Valley
300000,Dwelling,6,29,Pleasant Valley
765000,Dwelling,6,29,Peaceful Glen
295000,Dwelling,6,29,Quiet Hill
393000,Dwelling,6,29,Serene Creek
35000,Mobile Home,6,29,Pleasant Valley
305000,Dwelling,6,28,Pleasant Valley
324350,Dwelling,6,28,Serene Creek
369500,Dwelling,6,28,Pleasant Valley
215000,Dwelling,6,28,Pleasant Valley
285000,Dwelling,6,28,Serene Creek
384900,Dwelling,6,28,Pleasant Valley
373800,Dwelling,6,28,Serene Creek
535000,Dwelling,6,28,Pleasant Valley
329000,Dwelling,6,28,Pleasant Valley
175000,Dwelling,6,28,Quiet Hill
236000,Mobile Home,6,28,Quiet Hill
331000,Dwelling,6,28,Peaceful Glen
215000,Mobile Home,6,28,Serene Creek
452185,Dwelling,6,28,Serene Creek
408000,Dwelling,6,27,Peaceful Glen
535000,Dwelling,6,27,Serene Creek
537000,Dwelling,6,27,Serene Creek
280000,Dwelling,6,27,Peaceful Glen
305000,Dwelling,6,26,Pleasant Valley
330000,Dwelling,6,26,Peaceful Glen
465900,Dwelling,6,26,Pleasant Valley
408000,Dwelling,6,25,Serene Creek
245000,Commercial,6,25,Quiet Hill
322005,Dwelling,6,25,Serene Creek
105000,Mobile Home,6,25,Quiet Hill
190000,Dwelling,6,25,Pleasant Valley
1228000,Commercial,6,25,Pleasant Valley
325000,Dwelling,6,25,Pleasant Valley
750000,Dwelling,6,25,Pleasant Valley
255000,Dwelling,6,25,Peaceful Glen
39900,Mobile Home,6,25,Serene Creek
105000,Mobile Home,6,25,Quiet Hill
438850,Dwelling,6,22,Pleasant Valley
210000,Dwelling,6,22,Serene Creek
665000,Dwelling,6,22,Peaceful Glen
343000,Dwelling,6,22,Peaceful Glen
231000,Dwelling,6,22,Pleasant Valley
324090,Dwelling,6,22,Peaceful Glen
1160000,Commercial,6,22,Pleasant Valley
1160000,Commercial,6,22,Pleasant Valley
410000,Dwelling,6,21,Peaceful Glen
521000,Dwelling,6,21,Peaceful Glen
490000,Dwelling,6,21,Pleasant Valley
420000,Mobile Home,6,21,Pleasant Valley
170000,Dwelling,6,20,Peaceful Glen
458500,Dwelling,6,20,Peaceful Glen
282500,Dwelling,6,20,Pleasant Valley
371500,Dwelling,6,20,Pleasant Valley
333000,Dwelling,6,20,Pleasant Valley
219000,Dwelling,6,20,Serene Creek
65000,Mobile Home,6,20,Pleasant Valley
170000,Mobile Home,6,20,Peaceful Glen
452000,Dwelling,6,19,Serene Creek
288000,Dwelling,6,19,Peaceful Glen
330000,Dwelling,6,19,Pleasant Valley
310000,Dwelling,6,19,Pleasant Valley
19800000,Commercial,6,19,Serene Creek
455000,Dwelling,6,19,Quiet Hill
220000,Dwelling,6,18,Serene Creek
385000,Dwelling,6,18,Pleasant Valley
430000,Dwelling,6,18,Pleasant Valley
289500,Dwelling,6,18,Pleasant Valley
355500,Dwelling,6,15,Pleasant Valley
475000,Dwelling,6,15,Peaceful Glen
243000,Dwelling,6,15,Peaceful Glen
425000,Dwelling,6,15,Pleasant Valley
295000,Dwelling,6,15,Pleasant Valley
395500,Dwelling,6,15,Peaceful Glen
699000,Dwelling,6,15,Pleasant Valley
370000,Dwelling,6,15,Pleasant Valley
512500,Dwelling,6,15,Pleasant Valley
226320,Dwelling,6,15,Pleasant Valley
206000,Dwelling,6,15,Serene Creek
515000,Dwelling,6,15,Quiet Hill
615000,Dwelling,6,15,Serene Creek
230000,Dwelling,6,15,Pleasant Valley
335000,Dwelling,6,15,Peaceful Glen
648000,Dwelling,6,15,Peaceful Glen
17000,Mobile Home,6,15,Pleasant Valley
37500,Mobile Home,6,15,Pleasant Valley
65000,Mobile Home,6,15,Quiet Hill
360100,Dwelling,6,14,Serene Creek
638000,Dwelling,6,14,Serene Creek
400000,Dwelling,6,14,Quiet Hill
1960000,Commercial,6,14,Pleasant Valley
280000,Dwelling,6,14,Serene Creek
267000,Dwelling,6,14,Pleasant Valley
20000,Mobile Home,6,14,Pleasant Valley
38000,Mobile Home,6,14,Pleasant Valley
365000,Dwelling,6,13,Peaceful Glen
165000,Dwelling,6,13,Serene Creek
250900,Dwelling,6,13,Peaceful Glen
340000,Dwelling,6,13,Serene Creek
410000,Dwelling,6,12,Serene Creek
159000,Dwelling,6,12,Pleasant Valley
327500,Dwelling,6,12,Peaceful Glen
2575000,Commercial,6,12,Pleasant Valley
145000,Dwelling,6,11,Quiet Hill
241000,Dwelling,6,11,Serene Creek
222000,Dwelling,6,11,Serene Creek
298000,Dwelling,6,11,Serene Creek
189500,Dwelling,6,11,Peaceful Glen
249500,Dwelling,6,11,Peaceful Glen
300000,Dwelling,6,11,Serene Creek
399000,Dwelling,6,11,Serene Creek
284000,Dwelling,6,8,Quiet Hill
300000,Dwelling,6,8,Serene Creek
490000,Dwelling,6,8,Serene Creek
225000,Dwelling,6,8,Serene Creek
324950,Dwelling,6,8,Pleasant Valley
369950,Dwelling,6,8,Peaceful Glen
615000,Dwelling,6,8,Pleasant Valley
95200,Mobile Home,6,8,Pleasant Valley
60000,Mobile Home,6,8,Pleasant Valley
160000,Dwelling,6,7,Serene Creek
575000,Dwelling,6,7,Pleasant Valley
350000,Dwelling,6,7,Serene Creek
359000,Dwelling,6,6,Peaceful Glen
280000,Dwelling,6,6,Quiet Hill
215000,Mobile Home,6,6,Serene Creek
1400,Mobile Home,6,6,Pleasant Valley
393000,Dwelling,6,5,Serene Creek
290000,Dwelling,6,5,Quiet Hill
495000,Dwelling,6,4,Peaceful Glen
404500,Dwelling,6,4,Peaceful Glen
300000,Dwelling,6,4,Peaceful Glen
492000,Dwelling,6,4,Pleasant Valley
176000,Dwelling,6,1,Serene Creek
177500,Dwelling,6,1,Serene Creek
270000,Dwelling,6,1,Peaceful Glen
609000,Dwelling,6,1,Serene Creek
340000,Dwelling,6,1,Pleasant Valley
940000,Dwelling,6,1,Pleasant Valley
940000,Dwelling,6,1,Pleasant Valley
241000,Dwelling,6,1,Quiet Hill
415000,Dwelling,6,1,Peaceful Glen
400000,Dwelling,5,31,Serene Creek
250000,Dwelling,5,31,Pleasant Valley
184500,Dwelling,5,31,Serene Creek
367000,Dwelling,5,31,Pleasant Valley
265000,Dwelling,5,31,Serene Creek
340000,Dwelling,5,31,Pleasant Valley
475000,Dwelling,5,31,Pleasant Valley
305000,Dwelling,5,31,Pleasant Valley
315000,Dwelling,5,31,Serene Creek
372000,Dwelling,5,31,Pleasant Valley
300000,Dwelling,5,31,Pleasant Valley
558000,Dwelling,5,31,Serene Creek
420000,Dwelling,5,31,Quiet Hill
430000,Dwelling,5,31,Pleasant Valley
490000,Dwelling,5,31,Quiet Hill
255000,Dwelling,5,31,Serene Creek
495000,Dwelling,5,31,Pleasant Valley
300000,Commercial,5,31,Serene Creek
395000,Dwelling,5,30,Serene Creek
395000,Dwelling,5,30,Peaceful Glen
450000,Dwelling,5,30,Serene Creek
485000,Dwelling,5,30,Peaceful Glen
183640,Dwelling,5,30,Pleasant Valley
300000,Dwelling,5,29,Pleasant Valley
414900,Dwelling,5,29,Serene Creek
364600,Dwelling,5,29,Serene Creek
295000,Dwelling,5,29,Pleasant Valley
265000,Dwelling,5,29,Serene Creek
252000,Dwelling,5,29,Pleasant Valley
344500,Dwelling,5,29,Peaceful Glen
15000,Dwelling,5,29,Peaceful Glen
500000,Dwelling,5,29,Peaceful Glen
573300,Dwelling,5,29,Peaceful Glen
265000,Dwelling,5,29,Quiet Hill
427500,Dwelling,5,25,Peaceful Glen
349000,Dwelling,5,25,Pleasant Valley
505857,Dwelling,5,25,Pleasant Valley
303000,Dwelling,5,25,Pleasant Valley
269000,Commercial,5,25,Pleasant Valley
269809,Dwelling,5,25,Peaceful Glen
230000,Dwelling,5,25,Serene Creek
310000,Dwelling,5,25,Serene Creek
361000,Dwelling,5,25,Pleasant Valley
342500,Dwelling,5,25,Peaceful Glen
212000,Dwelling,5,25,Peaceful Glen
425000,Dwelling,5,25,Peaceful Glen
312000,Dwelling,5,25,Pleasant Valley
399900,Dwelling,5,25,Pleasant Valley
322400,Dwelling,5,25,Peaceful Glen
341990,Dwelling,5,24,Peaceful Glen
320000,Mobile Home,5,24,Serene Creek
723000,Dwelling,5,23,Quiet Hill
350000,Dwelling,5,23,Serene Creek
585000,Dwelling,5,23,Pleasant Valley
344206,Dwelling,5,23,Peaceful Glen
358000,Dwelling,5,23,Peaceful Glen
5000,Mobile Home,5,22,Pleasant Valley
253800,Dwelling,5,21,Peaceful Glen
315500,Dwelling,5,21,Pleasant Valley
62000,Mobile Home,5,21,Quiet Hill
226500,Dwelling,5,18,Serene Creek
332500,Dwelling,5,18,Serene Creek
306700,Dwelling,5,18,Pleasant Valley
97000,Dwelling,5,18,Quiet Hill
650000,Commercial,5,18,Serene Creek
275000,Dwelling,5,18,Pleasant Valley
300000,Dwelling,5,17,Pleasant Valley
741425,Dwelling,5,17,Serene Creek
280000,Dwelling,5,17,Peaceful Glen
316000,Dwelling,5,17,Quiet Hill
369000,Dwelling,5,17,Peaceful Glen
451000,Dwelling,5,17,Pleasant Valley
343000,Dwelling,5,17,Peaceful Glen
480000,Dwelling,5,17,Serene Creek
510000,Dwelling,5,17,Serene Creek
325000,Dwelling,5,17,Peaceful Glen
187630,Dwelling,5,16,Serene Creek
400000,Dwelling,5,16,Serene Creek
235000,Dwelling,5,15,Pleasant Valley
251000,Dwelling,5,15,Serene Creek
485000,Dwelling,5,15,Pleasant Valley
425000,Dwelling,5,15,Serene Creek
425000,Dwelling,5,15,Serene Creek
241348,Dwelling,5,15,Pleasant Valley
425000,Dwelling,5,15,Serene Creek
395000,Dwelling,5,15,Pleasant Valley
269000,Dwelling,5,14,Peaceful Glen
28598,Dwelling,5,14,Peaceful Glen
700000,Dwelling,5,14,Quiet Hill
590000,Dwelling,5,14,Quiet Hill
275000,Commercial,5,11,Quiet Hill
230000,Mobile Home,5,11,Peaceful Glen
434000,Dwelling,5,11,Pleasant Valley
591500,Dwelling,5,11,Pleasant Valley
340000,Dwelling,5,11,Peaceful Glen
295000,Dwelling,5,11,Peaceful Glen
203788,Dwelling,5,11,Pleasant Valley
295000,Dwelling,5,10,Pleasant Valley
444900,Dwelling,5,10,Quiet Hill
425000,Dwelling,5,10,Quiet Hill
359500,Dwelling,5,9,Serene Creek
565000,Dwelling,5,9,Pleasant Valley
270000,Dwelling,5,9,Serene Creek
233000,Dwelling,5,9,Serene Creek
427000,Dwelling,5,8,Pleasant Valley
299500,Dwelling,5,8,Peaceful Glen
352000,Dwelling,5,7,Pleasant Valley
300000,Dwelling,5,4,Pleasant Valley
582000,Dwelling,5,4,Serene Creek
750000,Dwelling,5,4,Quiet Hill
285000,Dwelling,5,4,Pleasant Valley
400000,Dwelling,5,4,Pleasant Valley
560000,Dwelling,5,4,Serene Creek
582500,Dwelling,5,4,Pleasant Valley
35000,Mobile Home,5,4,Pleasant Valley
610000,Dwelling,5,3,Pleasant Valley
805000,Dwelling,5,2,Peaceful Glen
160000,Dwelling,5,1,Peaceful Glen
235300,Dwelling,5,1,Pleasant Valley
560000,Dwelling,5,1,Pleasant Valley
4500,Mobile Home,5,1,Quiet Hill
385000,Dwelling,4,30,Pleasant Valley
380000,Dwelling,4,30,Serene Creek
347900,Dwelling,4,30,Pleasant Valley
560000,Dwelling,4,30,Pleasant Valley
254000,Dwelling,4,30,Pleasant Valley
140000,Dwelling,4,30,Serene Creek
365000,Dwelling,4,30,Pleasant Valley
335000,Dwelling,4,30,Serene Creek
425000,Dwelling,4,30,Pleasant Valley
429382,Dwelling,4,30,Pleasant Valley
185000,Dwelling,4,30,Pleasant Valley
465000,Dwelling,4,30,Peaceful Glen
1800000,Commercial,4,30,Serene Creek
19000,Mobile Home,4,30,Pleasant Valley
228000,Mobile Home,4,27,Pleasant Valley
326000,Dwelling,4,27,Pleasant Valley
795000,Dwelling,4,27,Peaceful Glen
275000,Dwelling,4,27,Pleasant Valley
1130000,Commercial,4,27,Pleasant Valley
225000,Dwelling,4,27,Pleasant Valley
312000,Dwelling,4,27,Peaceful Glen
257000,Dwelling,4,27,Pleasant Valley
288620,Dwelling,4,27,Peaceful Glen
660000,Dwelling,4,27,Pleasant Valley
285000,Dwelling,4,27,Pleasant Valley
364900,Dwelling,4,27,Serene Creek
303000,Dwelling,4,27,Peaceful Glen
390000,Dwelling,4,27,Pleasant Valley
494000,Dwelling,4,26,Pleasant Valley
315000,Dwelling,4,26,Pleasant Valley
260000,Dwelling,4,26,Peaceful Glen
325000,Dwelling,4,24,Pleasant Valley
315000,Dwelling,4,24,Peaceful Glen
315000,Dwelling,4,24,Pleasant Valley
505800,Dwelling,4,24,Pleasant Valley
7750,Mobile Home,4,24,Quiet Hill
358850,Dwelling,4,23,Serene Creek
531375,Dwelling,4,23,Pleasant Valley
255000,Mobile Home,4,23,Pleasant Valley
255000,Mobile Home,4,23,Pleasant Valley
275000,Dwelling,4,20,Quiet Hill
283500,Dwelling,4,20,Serene Creek
720000,Dwelling,4,20,Serene Creek
565000,Dwelling,4,20,Serene Creek
280000,Dwelling,4,20,Peaceful Glen
310000,Dwelling,4,20,Peaceful Glen
395000,Dwelling,4,20,Serene Creek
758177,Dwelling,4,20,Pleasant Valley
329000,Dwelling,4,20,Pleasant Valley
17500,Mobile Home,4,20,Serene Creek
241500,Mobile Home,4,19,Serene Creek
295000,Dwelling,4,19,Serene Creek
255000,Dwelling,4,19,Pleasant Valley
270000,Dwelling,4,19,Peaceful Glen
264900,Dwelling,4,19,Peaceful Glen
12000,Mobile Home,4,19,Pleasant Valley
234000,Dwelling,4,18,Serene Creek
324500,Dwelling,4,17,Quiet Hill
263000,Dwelling,4,17,Pleasant Valley
515000,Dwelling,4,17,Serene Creek
320000,Dwelling,4,17,Pleasant Valley
299000,Dwelling,4,17,Pleasant Valley
120000,Commercial,4,16,Serene Creek
116000,Mobile Home,4,16,Quiet Hill
610000,Dwelling,4,13,Serene Creek
335000,Dwelling,4,13,Peaceful Glen
1950000,Commercial,4,13,Pleasant Valley
278000,Dwelling,4,13,Peaceful Glen
269950,Dwelling,4,13,Serene Creek
408000,Dwelling,4,13,Serene Creek
563000,Dwelling,4,13,Peaceful Glen
299900,Dwelling,4,13,Peaceful Glen
675000,Dwelling,4,13,Peaceful Glen
345000,Dwelling,4,13,Peaceful Glen
99900,Mobile Home,4,13,Pleasant Valley
8500,Mobile Home,4,13,Serene Creek
32500,Mobile Home,4,13,Pleasant Valley
400000,Dwelling,4,12,Pleasant Valley
75500,Dwelling,4,12,Quiet Hill
399000,Dwelling,4,12,Serene Creek
289000,Dwelling,4,12,Serene Creek
345000,Dwelling,4,12,Pleasant Valley
331000,Dwelling,4,12,Pleasant Valley
400000,Dwelling,4,12,Peaceful Glen
295000,Dwelling,4,12,Peaceful Glen
30000,Mobile Home,4,12,Serene Creek
280000,Dwelling,4,11,Serene Creek
275000,Dwelling,4,11,Serene Creek
590000,Dwelling,4,11,Serene Creek
550000,Dwelling,4,11,Peaceful Glen
415000,Dwelling,4,10,Pleasant Valley
241001,Dwelling,4,10,Pleasant Valley
426000,Dwelling,4,10,Peaceful Glen
385000,Dwelling,4,10,Serene Creek
180000,Dwelling,4,10,Pleasant Valley
78700,Mobile Home,4,10,Pleasant Valley
239780,Dwelling,4,9,Quiet Hill
656553,Dwelling,4,9,Peaceful Glen
451000,Dwelling,4,9,Pleasant Valley
317000,Dwelling,4,9,Peaceful Glen
5000,Mobile Home,4,9,Pleasant Valley
435000,Dwelling,4,6,Pleasant Valley
215000,Dwelling,4,6,Peaceful Glen
191200,Dwelling,4,6,Pleasant Valley
534000,Dwelling,4,6,Pleasant Valley
413000,Dwelling,4,6,Peaceful Glen
540000,Dwelling,4,6,Serene Creek
275000,Dwelling,4,6,Pleasant Valley
552900,Dwelling,4,6,Peaceful Glen
255000,Dwelling,4,5,Peaceful Glen
225000,Dwelling,4,5,Pleasant Valley
363000,Dwelling,4,4,Pleasant Valley
430000,Dwelling,4,3,Peaceful Glen
240000,Dwelling,4,3,Quiet Hill
302000,Dwelling,4,2,Pleasant Valley
220500,Dwelling,4,2,Peaceful Glen
168081,Mobile Home,4,2,Pleasant Valley
15500,Mobile Home,4,1,Pleasant Valley
50000,Mobile Home,4,1,Serene Creek
8000,Mobile Home,4,1,Serene Creek
425000,Dwelling,3,30,Pleasant Valley
588000,Dwelling,3,30,Serene Creek
320000,Dwelling,3,30,Serene Creek
375000,Dwelling,3,30,Pleasant Valley
349000,Dwelling,3,30,Peaceful Glen
466110,Dwelling,3,30,Peaceful Glen
351000,Dwelling,3,30,Pleasant Valley
2675000,Commercial,3,30,Pleasant Valley
231500,Dwelling,3,30,Serene Creek
294900,Dwelling,3,30,Serene Creek
475000,Dwelling,3,30,Peaceful Glen
504500,Dwelling,3,30,Peaceful Glen
305493,Dwelling,3,29,Peaceful Glen
358000,Dwelling,3,29,Pleasant Valley
79500,Mobile Home,3,29,Pleasant Valley
3675000,Commercial,3,28,Pleasant Valley
309750,Dwelling,3,28,Peaceful Glen
390000,Dwelling,3,28,Pleasant Valley
227500,Dwelling,3,28,Serene Creek
5000,Mobile Home,3,28,Pleasant Valley
902000,Dwelling,3,26,Peaceful Glen
245000,Dwelling,3,23,Serene Creek
472500,Dwelling,3,23,Pleasant Valley
309000,Dwelling,3,23,Pleasant Valley
365000,Dwelling,3,23,Quiet Hill
755000,Dwelling,3,23,Serene Creek
80000,Dwelling,3,23,Quiet Hill
488174,Dwelling,3,23,Quiet Hill
573500,Dwelling,3,23,Pleasant Valley
169800,Mobile Home,3,23,Quiet Hill
600000,Dwelling,3,23,Peaceful Glen
60000,Dwelling,3,22,Peaceful Glen
316000,Dwelling,3,22,Peaceful Glen
535000,Dwelling,3,22,Serene Creek
302500,Dwelling,3,22,Pleasant Valley
331000,Dwelling,3,22,Pleasant Valley
239357,Dwelling,3,21,Quiet Hill
271000,Dwelling,3,21,Peaceful Glen
234824,Dwelling,3,21,Quiet Hill
395000,Dwelling,3,20,Quiet Hill
545000,Dwelling,3,20,Pleasant Valley
68608,Dwelling,3,20,Peaceful Glen
68608,Dwelling,3,20,Peaceful Glen
74000,Mobile Home,3,20,Pleasant Valley
240000,Dwelling,3,19,Serene Creek
294401,Dwelling,3,19,Peaceful Glen
482500,Dwelling,3,19,Pleasant Valley
435000,Dwelling,3,19,Serene Creek
285000,Dwelling,3,19,Serene Creek
375000,Dwelling,3,16,Pleasant Valley
424900,Dwelling,3,16,Serene Creek
410000,Dwelling,3,16,Serene Creek
268500,Dwelling,3,15,Pleasant Valley
413350,Dwelling,3,15,Pleasant Valley
529000,Dwelling,3,15,Serene Creek
191200,Dwelling,3,15,Pleasant Valley
588150,Dwelling,3,15,Serene Creek
270000,Dwelling,3,15,Serene Creek
263000,Dwelling,3,15,Quiet Hill
550000,Dwelling,3,15,Pleasant Valley
408000,Dwelling,3,15,Pleasant Valley
400000,Dwelling,3,14,Pleasant Valley
348396,Dwelling,3,14,Peaceful Glen
263000,Dwelling,3,13,Pleasant Valley
477500,Dwelling,3,13,Serene Creek
505000,Dwelling,3,13,Pleasant Valley
263000,Dwelling,3,13,Pleasant Valley
350000,Dwelling,3,13,Peaceful Glen
380000,Dwelling,3,13,Peaceful Glen
380000,Dwelling,3,12,Serene Creek
140000,Mobile Home,3,12,Peaceful Glen
450000,Dwelling,3,12,Serene Creek
450000,Dwelling,3,12,Peaceful Glen
3500000,Commercial,3,12,Pleasant Valley
8500000,Commercial,3,12,Serene Creek
8500000,Commercial,3,12,Serene Creek
8500000,Commercial,3,12,Serene Creek
171750,Dwelling,3,12,Serene Creek
395000,Dwelling,3,12,Pleasant Valley
15000,Dwelling,3,9,Pleasant Valley
274260,Dwelling,3,9,Quiet Hill
295500,Dwelling,3,9,Pleasant Valley
461000,Dwelling,3,9,Peaceful Glen
302000,Dwelling,3,9,Pleasant Valley
440000,Dwelling,3,9,Peaceful Glen
485000,Dwelling,3,9,Serene Creek
6000,Mobile Home,3,9,Pleasant Valley
450000,Dwelling,3,8,Pleasant Valley
226587,Dwelling,3,8,Peaceful Glen
229900,Dwelling,3,8,Peaceful Glen
391500,Dwelling,3,8,Serene Creek
300000,Dwelling,3,7,Peaceful Glen
185000,Mobile Home,3,7,Serene Creek
380000,Dwelling,3,7,Pleasant Valley
50000,Dwelling,3,7,Serene Creek
280000,Dwelling,3,7,Pleasant Valley
750000,Dwelling,3,7,Serene Creek
274260,Mobile Home,3,7,Quiet Hill
326597,Dwelling,3,6,Peaceful Glen
350000,Dwelling,3,5,Pleasant Valley
585000,Dwelling,3,5,Serene Creek
620000,Dwelling,3,2,Pleasant Valley
394000,Dwelling,3,2,Pleasant Valley
275000,Dwelling,3,2,Pleasant Valley
300990,Dwelling,3,2,Peaceful Glen
393500,Dwelling,3,2,Serene Creek
180000,Dwelling,3,2,Pleasant Valley
324547,Dwelling,3,1,Peaceful Glen
750000,Dwelling,2,28,Serene Creek
340000,Dwelling,2,28,Peaceful Glen
404000,Dwelling,2,28,Serene Creek
365500,Dwelling,2,28,Pleasant Valley
274100,Dwelling,2,28,Peaceful Glen
363000,Dwelling,2,28,Pleasant Valley
850000,Dwelling,2,28,Pleasant Valley
8900,Mobile Home,2,28,Pleasant Valley
233000,Dwelling,2,27,Quiet Hill
265350,Dwelling,2,26,Pleasant Valley
50000,Dwelling,2,26,Serene Creek
319900,Dwelling,2,26,Pleasant Valley
295000,Dwelling,2,26,Quiet Hill
410000,Dwelling,2,26,Serene Creek
40000,Mobile Home,2,25,Pleasant Valley
525000,Dwelling,2,23,Pleasant Valley
383140,Dwelling,2,23,Peaceful Glen
379000,Dwelling,2,23,Serene Creek
365000,Dwelling,2,23,Serene Creek
353279,Dwelling,2,22,Peaceful Glen
485000,Dwelling,2,22,Pleasant Valley
375003,Dwelling,2,22,Pleasant Valley
319500,Dwelling,2,22,Quiet Hill
204000,Dwelling,2,21,Pleasant Valley
372000,Dwelling,2,20,Serene Creek
260000,Dwelling,2,20,Peaceful Glen
750000,Dwelling,2,20,Quiet Hill
228575,Dwelling,2,20,Pleasant Valley
158879,Dwelling,2,16,Pleasant Valley
2035000,Commercial,2,16,Pleasant Valley
224200,Dwelling,2,16,Peaceful Glen
45185,Dwelling,2,16,Peaceful Glen
231250,Dwelling,2,16,Pleasant Valley
260000,Dwelling,2,16,Pleasant Valley
24000,Mobile Home,2,16,Serene Creek
359000,Dwelling,2,15,Peaceful Glen
181568,Dwelling,2,15,Pleasant Valley
209500,Dwelling,2,15,Quiet Hill
306000,Dwelling,2,14,Peaceful Glen
387500,Dwelling,2,14,Serene Creek
549230,Dwelling,2,14,Serene Creek
298000,Dwelling,2,14,Quiet Hill
400000,Dwelling,2,14,Pleasant Valley
334500,Dwelling,2,13,Pleasant Valley
162000,Dwelling,2,12,Serene Creek
1110000,Dwelling,2,12,Pleasant Valley
389000,Dwelling,2,12,Serene Creek
366900,Dwelling,2,12,Pleasant Valley
309000,Dwelling,2,12,Pleasant Valley
4000,Mobile Home,2,11,Pleasant Valley
749900,Dwelling,2,9,Pleasant Valley
249000,Dwelling,2,9,Peaceful Glen
545000,Dwelling,2,9,Peaceful Glen
295000,Dwelling,2,9,Pleasant Valley
545000,Dwelling,2,8,Serene Creek
420000,Dwelling,2,8,Pleasant Valley
197250,Mobile Home,2,8,Pleasant Valley
365850,Dwelling,2,7,Pleasant Valley
155800,Dwelling,2,7,Serene Creek
255500,Dwelling,2,7,Pleasant Valley
414000,Dwelling,2,7,Serene Creek
342500,Dwelling,2,6,Peaceful Glen
469265,Dwelling,2,6,Peaceful Glen
469265,Dwelling,2,6,Peaceful Glen
260000,Dwelling,2,6,Peaceful Glen
58888,Mobile Home,2,6,Serene Creek
565000,Dwelling,2,5,Pleasant Valley
335000,Dwelling,2,5,Pleasant Valley
625000,Dwelling,2,2,Pleasant Valley
280000,Dwelling,2,2,Serene Creek
280000,Dwelling,2,2,Pleasant Valley
315000,Dwelling,2,2,Pleasant Valley
325000,Dwelling,2,2,Peaceful Glen
316986,Dwelling,2,2,Pleasant Valley
341620,Dwelling,2,2,Peaceful Glen
12000,Mobile Home,2,2,Pleasant Valley
480000,Dwelling,2,1,Serene Creek
400000,Commercial,2,1,Quiet Hill
400000,Commercial,2,1,Quiet Hill
898000,Dwelling,2,1,Serene Creek
484000,Dwelling,1,31,Serene Creek
474000,Dwelling,1,31,Serene Creek
